source,target,year,mean
KGZ,AZE,2009,1.9
KOR,AZE,2009,2.9
KWT,AZE,2009,4.64
LTU,AZE,2009,2.9
LVA,AZE,2009,1.5
MEX,AZE,2009,1
NLD,AZE,2009,1
PAK,AZE,2009,2.6
POL,AZE,2009,3.225
QAT,AZE,2009,1.9
RUS,AZE,2009,2.5
SVK,AZE,2009,1
SVN,AZE,2009,4.63636363636364
SYR,AZE,2009,1.78
TJK,AZE,2009,0.75
TKM,AZE,2009,3.23333333333333
TUR,AZE,2009,2.58965517241379
UKR,AZE,2009,3.13333333333333
USA,AZE,2009,2.11276595744681
UZB,AZE,2009,1
VNM,AZE,2009,1.9
YEM,AZE,2009,1.9
ETH,BDI,2009,2.2
NLD,BDI,2009,1.9
SOM,BDI,2009,5.2
AFG,BEL,2009,4.36
ARE,BEL,2009,2.2
BGR,BEL,2009,1
BRA,BEL,2009,2.5
CUB,BEL,2009,1
CZE,BEL,2009,-2
DEU,BEL,2009,0
FRA,BEL,2009,5.25
IRL,BEL,2009,0
JOR,BEL,2009,7
LBN,BEL,2009,0
LTU,BEL,2009,7
LUX,BEL,2009,0.5
NLD,BEL,2009,2
PAK,BEL,2009,4
PRT,BEL,2009,2.3
RWA,BEL,2009,4
SEN,BEL,2009,8
SVN,BEL,2009,3.22857142857143
SYC,BEL,2009,3.4
THA,BEL,2009,2.8
TJK,BEL,2009,2
TUN,BEL,2009,1
TUR,BEL,2009,1.75
USA,BEL,2009,3.42857142857143
VNM,BEL,2009,3.1
BRA,BEN,2009,-1
CUB,BEN,2009,3.4
IND,BEN,2009,2.875
LTU,BEN,2009,2.8
NGA,BEN,2009,0
TGO,BEN,2009,3.4
TUR,BEN,2009,4
USA,BEN,2009,0
CIV,BFA,2009,1
GHA,BFA,2009,2.5
GIN,BFA,2009,1.55294117647059
RWA,BFA,2009,2.8
SDN,BFA,2009,1.26666666666667
AFG,BGD,2009,0
AUS,BGD,2009,0
BTN,BGD,2009,1
CHN,BGD,2009,1.08
DEU,BGD,2009,3.4
GBR,BGD,2009,2.06666666666667
HUN,BGD,2009,-2
IDN,BGD,2009,7
IND,BGD,2009,1.965
JPN,BGD,2009,0.95
KGZ,BGD,2009,0
KOR,BGD,2009,3.4
LBY,BGD,2009,0
LTU,BGD,2009,2.8
MMR,BGD,2009,4
MYS,BGD,2009,3.5
NOR,BGD,2009,3.4
PAK,BGD,2009,2.2
PHL,BGD,2009,0
RUS,BGD,2009,3.8
SAU,BGD,2009,0
SGP,BGD,2009,3.4
TTO,BGD,2009,7
TUR,BGD,2009,0.5
USA,BGD,2009,2.146875
ALB,BGR,2009,4
AUT,BGR,2009,4
BEL,BGR,2009,1
BIH,BGR,2009,4
CHN,BGR,2009,2.2
DEU,BGR,2009,4
DNK,BGR,2009,1
EGY,BGR,2009,1
FRA,BGR,2009,2
GBR,BGR,2009,1
HRV,BGR,2009,1
ITA,BGR,2009,1.9
LTU,BGR,2009,2.26666666666667
MKD,BGR,2009,2.16
MNE,BGR,2009,2.5
PRT,BGR,2009,1.5
QAT,BGR,2009,4
ROU,BGR,2009,7
RUS,BGR,2009,3.12727272727273
SRB,BGR,2009,1
SVK,BGR,2009,4
SVN,BGR,2009,2.5
SWE,BGR,2009,1.9
THA,BGR,2009,0
TKM,BGR,2009,2.8
TUR,BGR,2009,1.94285714285714
UKR,BGR,2009,7
USA,BGR,2009,2.4
VNM,BGR,2009,4.2
FRA,BHR,2009,4
IRL,BHR,2009,1.9
IRN,BHR,2009,1
JOR,BHR,2009,7
JPN,BHR,2009,1
LBN,BHR,2009,1
MAR,BHR,2009,0
PAK,BHR,2009,1
PHL,BHR,2009,2.5
PSE,BHR,2009,0.666666666666667
RUS,BHR,2009,4
SAU,BHR,2009,1.6
SGP,BHR,2009,5
SYR,BHR,2009,4.45
THA,BHR,2009,0.8
UZB,BHR,2009,2.8
YEM,BHR,2009,1
CHN,BHS,2009,0.333333333333333
ALB,BIH,2009,4
BGR,BIH,2009,4
CZE,BIH,2009,1
GBR,BIH,2009,1
HRV,BIH,2009,1.95
IRN,BIH,2009,7
MKD,BIH,2009,4
MNE,BIH,2009,4
RUS,BIH,2009,3.625
SRB,BIH,2009,2
SVK,BIH,2009,7
SVN,BIH,2009,4
SWE,BIH,2009,1
TUR,BIH,2009,3
USA,BIH,2009,1.66666666666667
AZE,BLR,2009,3.28571428571429
DEU,BLR,2009,1
GEO,BLR,2009,0.4
IRN,BLR,2009,3.5
ISR,BLR,2009,2.5
ITA,BLR,2009,7
KAZ,BLR,2009,1
LTU,BLR,2009,2.5
RUS,BLR,2009,1.79636363636364
SRB,BLR,2009,1
SVK,BLR,2009,4
SVN,BLR,2009,3.18
SYR,BLR,2009,1.9
TKM,BLR,2009,3.4
UKR,BLR,2009,3.21052631578947
USA,BLR,2009,1
VAT,BLR,2009,2.8
VEN,BLR,2009,3.59
VNM,BLR,2009,2.95714285714286
IND,BLZ,2009,1
IRL,BLZ,2009,3.4
USA,BLZ,2009,4
GBR,BMU,2009,1
USA,BMU,2009,0
ARG,BOL,2009,3.6
BRA,BOL,2009,4.5
CHL,BOL,2009,0
CHN,BOL,2009,1
COL,BOL,2009,2.65
CUB,BOL,2009,3.3
ECU,BOL,2009,2.26666666666667
ESP,BOL,2009,2.96666666666667
IRN,BOL,2009,0.5
JPN,BOL,2009,1
PER,BOL,2009,0.316666666666667
PRY,BOL,2009,5.9
RUS,BOL,2009,8
URY,BOL,2009,-0.333333333333333
USA,BOL,2009,0.666666666666667
VEN,BOL,2009,2.14545454545455
AGO,BRA,2009,1
ARG,BRA,2009,0.646153846153846
AZE,BRA,2009,3.4
BEL,BRA,2009,1
BGR,BRA,2009,3.4
BOL,BRA,2009,0.666666666666667
CAN,BRA,2009,1.9
CHL,BRA,2009,1
CHN,BRA,2009,1.23333333333333
COL,BRA,2009,2.62941176470588
CRI,BRA,2009,1
CUB,BRA,2009,1.6
DEU,BRA,2009,2
DNK,BRA,2009,1
DOM,BRA,2009,0
ECU,BRA,2009,0
ESP,BRA,2009,2.8
FRA,BRA,2009,3.37916666666667
GBR,BRA,2009,2
GRC,BRA,2009,1
HND,BRA,2009,3.4
IND,BRA,2009,3.4
IRN,BRA,2009,1.72352941176471
ISR,BRA,2009,1.09
ITA,BRA,2009,2.5
JAM,BRA,2009,1
JPN,BRA,2009,4
KOR,BRA,2009,1
LBN,BRA,2009,4
MEX,BRA,2009,0.4
MOZ,BRA,2009,0
PER,BRA,2009,0
PRK,BRA,2009,2
PRT,BRA,2009,2.8
PRY,BRA,2009,1.27272727272727
PSE,BRA,2009,1
RUS,BRA,2009,1
SDN,BRA,2009,1
SLV,BRA,2009,3.4
SWE,BRA,2009,2.65
SYR,BRA,2009,1
TUN,BRA,2009,3.4
TUR,BRA,2009,1
UKR,BRA,2009,4.5
URY,BRA,2009,3.2
USA,BRA,2009,2.25277777777778
VEN,BRA,2009,1.15
ZAF,BRA,2009,1
CUB,BRB,2009,1
USA,BRB,2009,-3.33333333333333
CHN,BRN,2009,1.9
JOR,BRN,2009,1.9
PRK,BRN,2009,1
SGP,BRN,2009,4
VNM,BRN,2009,1
BGD,BTN,2009,1
IND,BTN,2009,3.4
JPN,BTN,2009,1
GBR,BWA,2009,4
JPN,BWA,2009,4
LSO,BWA,2009,-4.4
NOR,BWA,2009,0.95
PRT,BWA,2009,3.25
TZA,BWA,2009,1.9
USA,BWA,2009,3.1
ZAF,BWA,2009,0
ZWE,BWA,2009,2.8
CHN,CAF,2009,1.9
CIV,CAF,2009,1.9
COD,CAF,2009,4.75
ZAF,CAF,2009,1
AFG,CAN,2009,1.5
ARE,CAN,2009,1
AUS,CAN,2009,0
BRA,CAN,2009,2.8
CHN,CAN,2009,2.7
COL,CAN,2009,1.71428571428571
CRI,CAN,2009,3.6
CZE,CAN,2009,2.66666666666667
EGY,CAN,2009,1
FRA,CAN,2009,1
GBR,CAN,2009,1.6
HRV,CAN,2009,1.59230769230769
ISR,CAN,2009,1
ITA,CAN,2009,7
JPN,CAN,2009,2.5
KAZ,CAN,2009,0.5
KOR,CAN,2009,3.5
LKA,CAN,2009,-0.333333333333333
LVA,CAN,2009,1
MEX,CAN,2009,2.30909090909091
MKD,CAN,2009,7
NZL,CAN,2009,-0.3
PAN,CAN,2009,5
POL,CAN,2009,-2
PRT,CAN,2009,1
PRY,CAN,2009,1
PSE,CAN,2009,1
RUS,CAN,2009,-0.290909090909091
SGP,CAN,2009,1
TJK,CAN,2009,2.8
TKM,CAN,2009,5.2
TUR,CAN,2009,1
TWN,CAN,2009,7
USA,CAN,2009,2.2
VNM,CAN,2009,7
YEM,CAN,2009,2.2
ZAF,CAN,2009,-2
ARE,CHE,2009,1
ARG,CHE,2009,8
AUT,CHE,2009,3
BRA,CHE,2009,0
CHN,CHE,2009,1
CYP,CHE,2009,7
DEU,CHE,2009,1
EGY,CHE,2009,4
FRA,CHE,2009,0
GEO,CHE,2009,2.725
IRN,CHE,2009,1.62857142857143
ISR,CHE,2009,-2
KGZ,CHE,2009,1.8
KOR,CHE,2009,3
LBY,CHE,2009,7
LKA,CHE,2009,-2
LUX,CHE,2009,2.8
NGA,CHE,2009,-3.5
RUS,CHE,2009,2.88888888888889
SDN,CHE,2009,4
SRB,CHE,2009,2.8
THA,CHE,2009,0
TKM,CHE,2009,7
TUR,CHE,2009,1
UKR,CHE,2009,3.4
URY,CHE,2009,3
USA,CHE,2009,2.22222222222222
UZB,CHE,2009,0
VEN,CHE,2009,3.4
ARG,CHL,2009,3.18333333333333
BOL,CHL,2009,0
BRA,CHL,2009,-0.75
CHN,CHL,2009,2.8
COL,CHL,2009,1.33333333333333
CUB,CHL,2009,1.45
DOM,CHL,2009,0
ECU,CHL,2009,1
GBR,CHL,2009,1
KOR,CHL,2009,2.78
PER,CHL,2009,0.333333333333333
PSE,CHL,2009,1.75
RUS,CHL,2009,5.66216216216216
SYR,CHL,2009,1
TUR,CHL,2009,4
URY,CHL,2009,1
USA,CHL,2009,1.66666666666667
VEN,CHL,2009,-1
VNM,CHL,2009,4
AFG,CHN,2009,0.48
AGO,CHN,2009,1
ARG,CHN,2009,1.36
ARM,CHN,2009,3.4
AUS,CHN,2009,0.843548387096774
AZE,CHN,2009,2.35
BGD,CHN,2009,1.15
BGR,CHN,2009,2
BHS,CHN,2009,1.33333333333333
BOL,CHN,2009,0.666666666666667
BRA,CHN,2009,1.61764705882353
BRN,CHN,2009,3.1
CAF,CHN,2009,3.6
CAN,CHN,2009,3.48888888888889
CHE,CHN,2009,1
CHL,CHN,2009,3.04
CMR,CHN,2009,1
COD,CHN,2009,1
COG,CHN,2009,1
COK,CHN,2009,0
COL,CHN,2009,3.4
CPV,CHN,2009,4
CRI,CHN,2009,1
CUB,CHN,2009,1.92
CYP,CHN,2009,1
DEU,CHN,2009,-1.9
DMA,CHN,2009,1
DNK,CHN,2009,1
ECU,CHN,2009,1.45
EGY,CHN,2009,1.86666666666667
ERI,CHN,2009,7
ESP,CHN,2009,7
EST,CHN,2009,7
ETH,CHN,2009,1.375
FIN,CHN,2009,1.3
FJI,CHN,2009,1
FRA,CHN,2009,1.74705882352941
GBR,CHN,2009,2.07441860465116
GHA,CHN,2009,1
GRC,CHN,2009,4
GRD,CHN,2009,0.666666666666667
HKG,CHN,2009,-2
HUN,CHN,2009,5.5
IDN,CHN,2009,1.42857142857143
IND,CHN,2009,2.63571428571429
IRN,CHN,2009,2.3
IRQ,CHN,2009,0
ISL,CHN,2009,1
ISR,CHN,2009,0.785714285714286
ITA,CHN,2009,2.60714285714286
JAM,CHN,2009,0.5
JOR,CHN,2009,0.825
JPN,CHN,2009,2.24549019607843
KAZ,CHN,2009,3.38
KEN,CHN,2009,2.77142857142857
KGZ,CHN,2009,1.36
KHM,CHN,2009,1.2
KOR,CHN,2009,1.59692307692308
KWT,CHN,2009,4.3
LAO,CHN,2009,2.2
LBN,CHN,2009,0.666666666666667
LBR,CHN,2009,4
LBY,CHN,2009,1
LKA,CHN,2009,4.36
LSO,CHN,2009,3.43333333333333
LVA,CHN,2009,2.33333333333333
MAC,CHN,2009,5.66666666666667
MCO,CHN,2009,1
MDV,CHN,2009,1
MEX,CHN,2009,1.66666666666667
MKD,CHN,2009,1.46666666666667
MMR,CHN,2009,3.4
MOZ,CHN,2009,0
MYS,CHN,2009,1.91764705882353
NAM,CHN,2009,3.4
NLD,CHN,2009,-1.88888888888889
NPL,CHN,2009,1.80909090909091
NZL,CHN,2009,2.85714285714286
OMN,CHN,2009,7
PAK,CHN,2009,0.894117647058824
PAN,CHN,2009,0
PER,CHN,2009,1.51111111111111
PHL,CHN,2009,0.863636363636364
PNG,CHN,2009,7
PRK,CHN,2009,3.16754385964912
PRT,CHN,2009,1.79444444444444
PSE,CHN,2009,0.5
ROU,CHN,2009,3
RUS,CHN,2009,2.51917808219178
SAU,CHN,2009,4.2
SDN,CHN,2009,1.23333333333333
SEN,CHN,2009,1
SGP,CHN,2009,1.99615384615385
SOM,CHN,2009,1
SRB,CHN,2009,3.2
SVK,CHN,2009,1
SWE,CHN,2009,2.66666666666667
THA,CHN,2009,1.49583333333333
TJK,CHN,2009,1.9
TUR,CHN,2009,1.89444444444444
TWN,CHN,2009,1.84545454545455
TZA,CHN,2009,1
UGA,CHN,2009,1.55714285714286
UKR,CHN,2009,2
USA,CHN,2009,2.15976744186047
VEN,CHN,2009,2.11333333333333
VNM,CHN,2009,1.77931034482759
VUT,CHN,2009,1
YEM,CHN,2009,0
ZAF,CHN,2009,-1.14285714285714
ZMB,CHN,2009,0
ZWE,CHN,2009,1.2
AGO,CIV,2009,7
BFA,CIV,2009,1
CAF,CIV,2009,2.8
CHN,CIV,2009,3.4
FRA,CIV,2009,2.5
GHA,CIV,2009,1
ISR,CIV,2009,1.9
ITA,CIV,2009,1
KOR,CIV,2009,1
NGA,CIV,2009,1.9
TGO,CIV,2009,2.8
USA,CIV,2009,3
ZAF,CIV,2009,1.9
CHN,CMR,2009,1
FRA,CMR,2009,8
CAF,COD,2009,4.75
CHN,COD,2009,1
GBR,COD,2009,3.4
KOR,COD,2009,0.7
NOR,COD,2009,3
RUS,COD,2009,3.25
RWA,COD,2009,1.53636363636364
TUN,COD,2009,2.8
UGA,COD,2009,2.99583333333333
UKR,COD,2009,1
USA,COD,2009,1.97333333333333
ZMB,COD,2009,0
ZWE,COD,2009,1.68333333333333
AGO,COG,2009,7
CHN,COG,2009,1
COD,COG,2009,0
KOR,COG,2009,2.2
NLD,COG,2009,3.25
PRK,COG,2009,2.8
RUS,COG,2009,4
RWA,COG,2009,-0.533333333333333
USA,COG,2009,1
GBR,COK,2009,-1.44
ARG,COL,2009,1.3
BOL,COL,2009,0.16
BRA,COL,2009,1.49166666666667
CAN,COL,2009,1
CHL,COL,2009,1
CHN,COL,2009,4.5
DEU,COL,2009,1
DOM,COL,2009,3
ECU,COL,2009,1.38461538461538
ESP,COL,2009,1
IND,COL,2009,8
KOR,COL,2009,1.9
MEX,COL,2009,2.38
NIC,COL,2009,-2
PAN,COL,2009,1.05714285714286
PER,COL,2009,1.31666666666667
PRY,COL,2009,1.6
SLV,COL,2009,4.25
TUR,COL,2009,7
URY,COL,2009,1.225
USA,COL,2009,3.01052631578947
VEN,COL,2009,-0.882
YEM,COM,2009,1
CHN,CPV,2009,4
BRA,CRI,2009,1
CAN,CRI,2009,3.3
CHN,CRI,2009,1
COL,CRI,2009,3.4
ESP,CRI,2009,3.33333333333333
GRL,CRI,2009,3.5
HND,CRI,2009,2.33606557377049
MEX,CRI,2009,3.425
NIC,CRI,2009,3.95
PER,CRI,2009,5.2
PRI,CRI,2009,3.4
SDN,CRI,2009,0
USA,CRI,2009,0.303571428571429
VEN,CRI,2009,-0.5
AGO,CUB,2009,2.15238095238095
ARE,CUB,2009,0
ARG,CUB,2009,2.63333333333333
BEL,CUB,2009,1
BOL,CUB,2009,3.15
BRA,CUB,2009,2.2
BRB,CUB,2009,1
CAN,CUB,2009,-2
CHL,CUB,2009,2.07727272727273
CHN,CUB,2009,2.35714285714286
DMA,CUB,2009,1
DOM,CUB,2009,2.41428571428571
DZA,CUB,2009,3.75
ECU,CUB,2009,4.01176470588235
ESP,CUB,2009,0
GTM,CUB,2009,4
HND,CUB,2009,1.91666666666667
IRN,CUB,2009,2.5
LAO,CUB,2009,1
MEX,CUB,2009,1.88888888888889
NGA,CUB,2009,2.8
NIC,CUB,2009,1.51428571428571
PAK,CUB,2009,3
PAN,CUB,2009,1.95
PRK,CUB,2009,2.72666666666667
PRT,CUB,2009,8
PRY,CUB,2009,2.63
RUS,CUB,2009,2.5
SGP,CUB,2009,1
SLV,CUB,2009,1.26666666666667
SYC,CUB,2009,7
TTO,CUB,2009,3.4
UGA,CUB,2009,2.05
USA,CUB,2009,1.03571428571429
VAT,CUB,2009,3.1
VEN,CUB,2009,2.01875
VNM,CUB,2009,2.8
ZAF,CUB,2009,1
ZMB,CUB,2009,7
ARM,CYP,2009,1
AUS,CYP,2009,1.56666666666667
BGR,CYP,2009,4
CHE,CYP,2009,7
CHN,CYP,2009,2.75
EGY,CYP,2009,6
FIN,CYP,2009,1.8
FRA,CYP,2009,1
GBR,CYP,2009,1
GEO,CYP,2009,4
GRC,CYP,2009,2.41666666666667
IND,CYP,2009,7
ITA,CYP,2009,4.5
PSE,CYP,2009,2.95
ROU,CYP,2009,1
RUS,CYP,2009,3.05833333333333
SVK,CYP,2009,2.8
SWE,CYP,2009,1
SYR,CYP,2009,1.53333333333333
TUR,CYP,2009,2
AFG,CZE,2009,4
ARM,CZE,2009,1.75
AUT,CZE,2009,2.2
AZE,CZE,2009,1.45
BIH,CZE,2009,1
CAN,CZE,2009,4
DEU,CZE,2009,4.78947368421053
DNK,CZE,2009,4
EGY,CZE,2009,1
FRA,CZE,2009,0.18
GBR,CZE,2009,2.55
GEO,CZE,2009,3
GRC,CZE,2009,2.4
HRV,CZE,2009,4.15
HUN,CZE,2009,2.75
IRL,CZE,2009,-2
ISR,CZE,2009,2.86666666666667
JOR,CZE,2009,2.625
JPN,CZE,2009,4.33333333333333
KAZ,CZE,2009,0.8
KEN,CZE,2009,8
LIE,CZE,2009,8
LTU,CZE,2009,3.28
LUX,CZE,2009,1
MKD,CZE,2009,3.4
NOR,CZE,2009,1
PAK,CZE,2009,4
POL,CZE,2009,2.15384615384615
PRT,CZE,2009,2.20454545454545
ROU,CZE,2009,3
RUS,CZE,2009,3.42033898305085
SAU,CZE,2009,0
SRB,CZE,2009,-5
SVK,CZE,2009,1.86666666666667
SVN,CZE,2009,2.5
SWE,CZE,2009,1.18888888888889
TUR,CZE,2009,3.25
UKR,CZE,2009,2.33846153846154
USA,CZE,2009,1.9037037037037
AFG,DEU,2009,2.5
AGO,DEU,2009,1
ARE,DEU,2009,1
ARG,DEU,2009,4.95
ARM,DEU,2009,1.48
AUS,DEU,2009,2.14
AUT,DEU,2009,0
BLR,DEU,2009,1
BRA,DEU,2009,2
CAN,DEU,2009,3
CHE,DEU,2009,2
CHN,DEU,2009,0.9875
COL,DEU,2009,1
CZE,DEU,2009,4.8
DNK,DEU,2009,1
EGY,DEU,2009,1.4
ESP,DEU,2009,1
ETH,DEU,2009,7
FRA,DEU,2009,1.86530612244898
GBR,DEU,2009,3.09130434782609
GEO,DEU,2009,1
GRC,DEU,2009,-0.4
HRV,DEU,2009,4.16666666666667
IDN,DEU,2009,0
IRN,DEU,2009,-0.2125
IRQ,DEU,2009,1
ISR,DEU,2009,1.93181818181818
ITA,DEU,2009,1.75
JOR,DEU,2009,1
JPN,DEU,2009,2.83333333333333
KAZ,DEU,2009,3.3
LTU,DEU,2009,2.4
LUX,DEU,2009,1
LVA,DEU,2009,2.5
MEX,DEU,2009,1.33333333333333
MKD,DEU,2009,1
NGA,DEU,2009,7
PAK,DEU,2009,2.83333333333333
POL,DEU,2009,1.05
PRK,DEU,2009,1
PRT,DEU,2009,4
PSE,DEU,2009,1
ROU,DEU,2009,0.633333333333333
RUS,DEU,2009,3.0948275862069
RWA,DEU,2009,7
SAU,DEU,2009,4.75
SRB,DEU,2009,4
SVK,DEU,2009,4
SVN,DEU,2009,8
SYR,DEU,2009,3
TGO,DEU,2009,2.8
TJK,DEU,2009,3.4
TUR,DEU,2009,2.2
UKR,DEU,2009,2
URY,DEU,2009,0
USA,DEU,2009,2.44054054054054
VAT,DEU,2009,1
VNM,DEU,2009,3.4
ZAF,DEU,2009,-2
ZMB,DEU,2009,1
ETH,DJI,2009,8
GIN,DJI,2009,-9.2
IRN,DJI,2009,1
JPN,DJI,2009,1.38571428571429
KEN,DJI,2009,3.4
SDN,DJI,2009,1
SOM,DJI,2009,2.04
CHN,DMA,2009,1
CUB,DMA,2009,1
HND,DMA,2009,1
AFG,DNK,2009,0.666666666666667
ALB,DNK,2009,3.25
AUS,DNK,2009,0.475
BGR,DNK,2009,1
BRA,DNK,2009,1
CHN,DNK,2009,1
CZE,DNK,2009,4
DEU,DNK,2009,1.56
FRA,DNK,2009,2.2
GBR,DNK,2009,1
GEO,DNK,2009,1.15
IRN,DNK,2009,0
ISR,DNK,2009,1
ITA,DNK,2009,3.4
LTU,DNK,2009,3.4
LVA,DNK,2009,2.2
NIC,DNK,2009,1
PAK,DNK,2009,2.8
POL,DNK,2009,2.25
PRT,DNK,2009,0
QAT,DNK,2009,0
RUS,DNK,2009,2.5
SYR,DNK,2009,0
TUR,DNK,2009,-0.910344827586207
TZA,DNK,2009,-2
UKR,DNK,2009,0.4
USA,DNK,2009,1.11538461538462
VNM,DNK,2009,4
COL,DOM,2009,1
CUB,DOM,2009,2.3
ESP,DOM,2009,3.4
HTI,DOM,2009,4.5
PAN,DOM,2009,4
RUS,DOM,2009,3.7
USA,DOM,2009,1
VNM,DOM,2009,1
CUB,DZA,2009,3.49411764705882
ESP,DZA,2009,8
FRA,DZA,2009,-0.2
IRN,DZA,2009,2.2
MAR,DZA,2009,0
MRT,DZA,2009,2.8
NER,DZA,2009,8
OMN,DZA,2009,2.5
PSE,DZA,2009,2.5
QAT,DZA,2009,0
ROU,DZA,2009,3.4
SAU,DZA,2009,2.5
TUN,DZA,2009,1
TUR,DZA,2009,2.86666666666667
USA,DZA,2009,3.9
VEN,DZA,2009,0.95
VNM,DZA,2009,1.9
YEM,DZA,2009,1
ARG,ECU,2009,0
CHL,ECU,2009,1
CHN,ECU,2009,0.95
COL,ECU,2009,-1
CUB,ECU,2009,4.15384615384615
GUY,ECU,2009,-0.4
HND,ECU,2009,2.55
NIC,ECU,2009,0
PER,ECU,2009,0.75
RUS,ECU,2009,3.4
USA,ECU,2009,1.96666666666667
VEN,ECU,2009,2.74
AGO,EGY,2009,1
ARE,EGY,2009,2
ARG,EGY,2009,1
AUS,EGY,2009,-3
AUT,EGY,2009,0.4
AZE,EGY,2009,1
BGR,EGY,2009,1
CAN,EGY,2009,1
CHE,EGY,2009,4
CHN,EGY,2009,2.65238095238095
CYP,EGY,2009,4.66666666666667
CZE,EGY,2009,1.75
DEU,EGY,2009,3.1
ERI,EGY,2009,1
ESP,EGY,2009,1
ETH,EGY,2009,4.45
FRA,EGY,2009,2.61666666666667
GBR,EGY,2009,-1.125
GEO,EGY,2009,4
GRC,EGY,2009,-1.5
IDN,EGY,2009,4
IND,EGY,2009,1.9
IRN,EGY,2009,0.966666666666667
IRQ,EGY,2009,1
ISR,EGY,2009,2.24285714285714
ITA,EGY,2009,3.8
JOR,EGY,2009,2.55555555555556
JPN,EGY,2009,3.21428571428571
KOR,EGY,2009,1
KWT,EGY,2009,1.9
LBN,EGY,2009,1.45
LBY,EGY,2009,-2
MNG,EGY,2009,4
PHL,EGY,2009,1.28571428571429
POL,EGY,2009,1.9
PSE,EGY,2009,3.11940298507463
QAT,EGY,2009,1
RUS,EGY,2009,3.13333333333333
RWA,EGY,2009,4.45
SAU,EGY,2009,2.725
SDN,EGY,2009,2.68461538461538
SEN,EGY,2009,3.4
SYR,EGY,2009,3.1
TUN,EGY,2009,1
TUR,EGY,2009,2.37777777777778
USA,EGY,2009,3.16
UZB,EGY,2009,4.5
YEM,EGY,2009,3.28
ARE,ERI,2009,1
CHN,ERI,2009,7
EGY,ERI,2009,1
ISR,ERI,2009,0
MEX,ERI,2009,1
QAT,ERI,2009,5.05
SDN,ERI,2009,3
SOM,ERI,2009,-1
USA,ERI,2009,-4.4
ARG,ESP,2009,2.85294117647059
AUT,ESP,2009,1.45
BOL,ESP,2009,3
BRA,ESP,2009,2.5
CHN,ESP,2009,5
COL,ESP,2009,1
CRI,ESP,2009,2.5
DEU,ESP,2009,1
DNK,ESP,2009,0
DZA,ESP,2009,5.7
EGY,ESP,2009,1
FRA,ESP,2009,1
GBR,ESP,2009,1.975
GEO,ESP,2009,1
GIB,ESP,2009,0.714285714285714
GRC,ESP,2009,1
GTM,ESP,2009,0.5
HND,ESP,2009,-4
HRV,ESP,2009,1
IND,ESP,2009,2.45714285714286
IRN,ESP,2009,3.49230769230769
ISR,ESP,2009,2.5
ITA,ESP,2009,1.4
JPN,ESP,2009,1
KAZ,ESP,2009,1.75
KOR,ESP,2009,1
LTU,ESP,2009,1.66666666666667
LVA,ESP,2009,1.75
MAR,ESP,2009,1
MEX,ESP,2009,-4.7
MKD,ESP,2009,1
MRT,ESP,2009,1
NGA,ESP,2009,1
PRI,ESP,2009,1
PSE,ESP,2009,4.195
ROU,ESP,2009,4
RUS,ESP,2009,3.87837837837838
SAU,ESP,2009,1
SDN,ESP,2009,1.74444444444444
SLV,ESP,2009,4
SOM,ESP,2009,4
SRB,ESP,2009,2.45
TUR,ESP,2009,2
UGA,ESP,2009,1.9
URY,ESP,2009,1
USA,ESP,2009,1.4448275862069
UZB,ESP,2009,1.9
VAT,ESP,2009,1
VEN,ESP,2009,1.81818181818182
VNM,ESP,2009,2.8
ZAF,ESP,2009,3.5
ZWE,ESP,2009,1
AFG,EST,2009,1
CHN,EST,2009,7
ESP,EST,2009,4
GEO,EST,2009,8
KAZ,EST,2009,8
LTU,EST,2009,3
LVA,EST,2009,3.25
RUS,EST,2009,2.5
SYR,EST,2009,7
TUR,EST,2009,2.8
USA,EST,2009,1
ARE,ETH,2009,0
BDI,ETH,2009,2.75
CHN,ETH,2009,1.375
DEU,ETH,2009,7
DJI,ETH,2009,8
EGY,ETH,2009,4.9
ERI,ETH,2009,-2
FIN,ETH,2009,1
FRA,ETH,2009,7
IRN,ETH,2009,1
ISR,ETH,2009,7.5
LBY,ETH,2009,7
MDG,ETH,2009,4
PSE,ETH,2009,1
RWA,ETH,2009,4.5
SDN,ETH,2009,3
SOM,ETH,2009,3.04705882352941
TUR,ETH,2009,3.08888888888889
USA,ETH,2009,3.23076923076923
YEM,ETH,2009,5
CHN,FIN,2009,1.6
CYP,FIN,2009,1
ETH,FIN,2009,2.2
GEO,FIN,2009,1
GHA,FIN,2009,3
HKG,FIN,2009,8
HRV,FIN,2009,5
LTU,FIN,2009,3.43333333333333
LVA,FIN,2009,2.42857142857143
NGA,FIN,2009,1
NPL,FIN,2009,1.75
POL,FIN,2009,1
RUS,FIN,2009,3.06428571428571
SEN,FIN,2009,0
SGP,FIN,2009,4
SRB,FIN,2009,4
SWE,FIN,2009,0
TUR,FIN,2009,0.875
AUS,FJI,2009,-0.833333333333333
CHN,FJI,2009,1
NIU,FJI,2009,0
NZL,FJI,2009,-1.11111111111111
PNG,FJI,2009,4
PRT,FJI,2009,0
THA,FJI,2009,2
USA,FJI,2009,3.2
WSM,FJI,2009,-1.42857142857143
ARG,FLK,2009,0
AFG,FRA,2009,0
AGO,FRA,2009,3.4
ARG,FRA,2009,0
ARM,FRA,2009,4.1
AUS,FRA,2009,0
AUT,FRA,2009,2.8
AZE,FRA,2009,2.275
BEL,FRA,2009,5.66666666666667
BEN,FRA,2009,0
